income,age,loan_amount,credit_score,employment_years,debt_ratio,num_accounts,employment_type,target
42753.64,62,11078.89,694,3.0,0.1639,3,full_time,0
69577.51,62,5304.72,681,0.1,0.3037,2,full_time,0
29287.16,60,4770.32,577,2.3,0.43,3,part_time,0
67793.83,50,18213.99,768,3.6,0.5282,3,full_time,0
62051.06,44,6014.58,639,11.8,0.0204,3,self_employed,1
57051.15,65,17556.43,628,0.7,0.0543,2,self_employed,1
91765.52,46,4585.42,782,4.5,0.0588,2,full_time,0
47555.85,50,17371.06,772,2.2,0.4512,4,self_employed,0
101205.96,31,11090.54,770,8.2,0.3655,4,part_time,0
55491.37,54,26252.92,651,1.3,0.2565,1,full_time,0
34459.67,58,17589.75,675,2.6,0.1892,1,part_time,1
61398.39,51,24886.26,675,6.2,0.3102,2,full_time,0
38475.1,43,8954.83,742,2.1,0.1791,3,full_time,1
44964.88,30,15449.15,804,7.9,0.082,1,full_time,0
67940.67,23,7151.3,709,0.3,0.6194,4,part_time,0
71111.64,49,11691.16,837,1.4,0.2672,4,self_employed,0
47556.65,52,12903.17,751,0.1,0.13,7,full_time,0
79748.1,55,9193.13,661,6.5,0.2097,4,full_time,0
83150.16,63,5275.98,746,2.6,0.4125,2,full_time,1
88726.04,43,3691.86,816,4.4,0.3768,1,self_employed,1
70588.27,58,1000.0,839,0.4,0.1435,4,full_time,1
87268.57,53,6549.23,774,4.2,0.1755,4,full_time,0
22384.03,34,20019.95,682,1.6,0.5282,2,full_time,1
53641.87,59,2212.01,662,5.3,0.3182,1,full_time,1
42659.89,24,4055.02,726,1.7,0.3611,5,full_time,1
62384.52,48,29327.19,813,2.4,0.1641,2,full_time,0
48571.02,63,9908.03,714,2.6,0.0662,5,full_time,0
56676.84,50,17568.37,716,27.9,0.2192,2,self_employed,0
97643.5,63,20138.54,684,9.9,0.2874,6,full_time,1
56605.6,24,20300.21,653,0.1,0.376,1,full_time,1
68275.85,45,2821.49,667,2.0,0.2416,1,part_time,1
55354.61,56,13151.52,690,10.9,0.0301,5,full_time,1
61514.27,50,2054.18,817,4.3,0.3346,4,part_time,0
60120.33,60,34570.54,660,6.4,0.3197,2,part_time,0
68966.48,42,2241.0,684,1.2,0.1094,2,full_time,1
83306.15,52,6617.28,610,0.5,0.3083,5,full_time,1
92947.88,40,6675.19,737,1.5,0.6644,1,full_time,1
66192.4,60,3026.72,789,15.9,0.5108,3,full_time,1
71790.94,27,25820.75,809,4.1,0.5514,2,full_time,0
36982.71,33,34379.58,696,2.7,0.1515,2,full_time,0
58242.47,26,11194.01,725,5.0,0.3731,6,full_time,0
78805.79,52,4436.61,667,5.7,0.0402,2,full_time,0
77319.37,32,1000.0,722,5.7,0.2241,4,full_time,0
64232.19,35,13047.13,705,2.1,0.2625,1,full_time,1
77727.88,58,12469.08,684,24.7,0.325,4,full_time,0
69815.33,37,9789.63,691,1.3,0.3977,2,full_time,0
84006.13,28,16771.0,716,10.4,0.3366,2,part_time,0
65787.18,22,18161.39,656,2.8,0.1588,0,self_employed,0
52886.03,31,17584.67,660,4.3,0.2114,5,part_time,0
66716.83,62,12471.0,816,4.9,0.2386,1,full_time,0
15000.0,46,6187.03,850,0.9,0.2819,3,full_time,0
67657.71,65,20326.66,583,1.6,0.7878,2,part_time,1
15000.0,31,15100.11,579,5.3,0.4663,1,part_time,1
25530.73,37,22106.86,603,8.5,0.1662,2,self_employed,1
69035.37,29,21320.6,671,4.4,0.376,3,full_time,0
69550.59,39,3625.9,751,12.1,0.0402,2,full_time,0
36751.42,46,3526.22,727,3.0,0.2314,2,full_time,0
45757.96,57,8955.67,693,2.3,0.1312,5,self_employed,0
87410.82,38,6549.88,722,8.8,0.2675,3,full_time,0
50319.4,55,21042.01,624,0.2,0.2997,2,self_employed,0
104858.41,49,17810.48,660,8.4,0.3401,3,part_time,1
59961.6,34,23793.47,678,1.5,0.359,1,self_employed,1
68160.72,62,18171.89,553,4.8,0.0256,2,full_time,0
92337.49,41,16669.2,587,0.1,0.0666,4,self_employed,1
62620.54,28,24597.84,590,2.0,0.2045,5,self_employed,0
39953.12,64,18757.82,741,14.3,0.2882,4,part_time,0
57805.45,62,15544.81,699,6.0,0.2101,3,self_employed,0
59287.79,24,26843.62,728,1.7,0.2582,5,full_time,0
32705.17,61,15921.45,532,1.0,0.2104,0,part_time,0
54883.36,63,12565.28,561,2.6,0.2594,1,full_time,0
45156.16,58,8297.41,733,1.2,0.2318,3,part_time,1
78487.16,33,20624.2,457,10.8,0.0144,1,part_time,0
60692.24,49,24896.4,777,5.2,0.548,4,part_time,0
54344.09,45,14595.3,534,5.1,0.1581,7,full_time,1
57876.36,49,25463.32,747,11.4,0.1595,6,part_time,0
64462.44,49,1000.0,608,5.0,0.5421,3,self_employed,1
72336.28,50,14556.37,763,25.2,0.1081,6,full_time,0
40005.76,44,14679.24,850,2.2,0.1033,7,full_time,0
39168.25,52,9184.05,498,4.7,0.3429,5,self_employed,0
82093.58,45,34070.89,735,1.4,0.1578,4,part_time,1
51753.26,22,14470.46,535,3.9,0.2632,3,full_time,0
31663.16,23,11738.15,714,2.8,0.2418,0,full_time,0
68876.25,64,15207.7,663,1.0,0.4394,3,part_time,0
69267.4,62,1000.0,690,1.6,0.0939,4,part_time,0
29385.69,47,8921.06,607,2.2,0.3993,3,full_time,0
64589.63,29,22865.92,742,3.6,0.3006,4,full_time,0
74711.66,56,9968.44,564,6.0,0.1604,3,self_employed,1
67487.73,28,8369.0,779,2.1,0.0134,4,self_employed,0
72639.63,38,25476.21,647,1.3,0.0962,2,full_time,0
31914.62,36,25722.04,567,9.9,0.0302,4,self_employed,1
66620.8,22,19135.92,807,13.9,0.3905,2,full_time,0
53947.6,57,11359.06,674,3.0,0.3153,2,full_time,1
50344.2,44,13084.23,832,3.0,0.6313,2,part_time,0
77411.11,35,8566.8,777,0.3,0.2652,4,full_time,0
89585.49,44,7041.82,616,1.6,0.0992,0,full_time,0
95887.4,22,6644.67,673,1.4,0.3058,7,self_employed,1
86296.16,41,10055.56,689,4.2,0.2886,8,full_time,1
57805.32,44,6722.23,802,0.7,0.3505,3,full_time,0
67054.4,36,2490.36,715,2.0,0.2509,4,full_time,0
75336.46,58,16755.22,694,6.4,0.4247,1,full_time,1
62423.56,32,16876.76,664,5.6,0.1794,3,full_time,0
62615.28,28,28606.34,675,1.8,0.3073,2,full_time,0
76475.06,45,9653.29,784,0.7,0.1853,1,full_time,0
58814.35,61,17368.8,680,1.9,0.2325,4,full_time,1
45414.26,38,17501.7,648,3.6,0.1903,3,full_time,1
51710.54,24,12969.3,634,3.9,0.2991,7,self_employed,0
72678.21,64,20954.67,635,0.5,0.3295,2,full_time,0
60059.87,41,21201.83,567,2.3,0.3514,2,self_employed,0
66804.2,29,17619.29,619,9.3,0.1613,4,self_employed,1
73401.58,49,12954.88,799,14.5,0.2617,4,full_time,0
52503.17,36,12139.76,663,14.8,0.2031,3,full_time,0
75124.96,63,4057.97,736,0.4,0.1211,3,full_time,1
67576.85,34,8552.66,481,13.2,0.1527,4,self_employed,0
35303.74,46,10023.94,725,8.0,0.3274,5,full_time,1
88846.1,45,6008.23,667,5.2,0.526,2,full_time,0
49985.11,32,18519.39,641,3.3,0.1225,3,part_time,1
26898.09,43,24573.02,694,1.4,0.2129,3,part_time,0
39099.13,26,7735.5,640,4.5,0.5001,7,full_time,0
39579.1,50,17267.53,510,0.6,0.1037,5,full_time,1
61043.47,55,6727.11,753,0.3,0.1645,9,full_time,0
54522.99,63,12560.62,699,12.6,0.3158,4,self_employed,1
53263.36,36,9477.36,654,1.4,0.3098,2,part_time,1
72394.04,34,19815.17,602,11.6,0.676,1,full_time,0
66797.51,46,9569.69,562,0.9,0.2451,2,self_employed,0
66320.96,52,23093.28,697,1.5,0.2697,1,full_time,1
68196.57,65,13034.23,809,1.0,0.2679,0,self_employed,1
72322.69,23,9803.17,696,2.7,0.2913,4,full_time,1
17840.93,32,4973.56,569,9.7,0.0434,3,full_time,1
52711.23,33,17025.64,698,11.8,0.2968,2,full_time,1
16395.8,33,22161.75,675,3.3,0.2505,4,full_time,1
60721.2,42,17186.57,749,5.5,0.5234,5,part_time,0
59907.34,60,32910.65,728,0.5,0.1699,4,full_time,1
80910.65,23,26438.3,441,0.5,0.1903,4,full_time,0
83752.69,57,12539.78,723,8.3,0.3877,1,part_time,1
64055.5,49,12455.78,599,2.6,0.413,3,full_time,1
49992.78,49,18757.57,566,7.1,0.5237,2,full_time,1
69703.22,51,8295.85,664,2.7,0.7243,4,full_time,1
49441.65,27,24330.31,712,3.9,0.3699,4,self_employed,0
59972.15,54,17892.8,548,4.9,0.118,5,part_time,1
79722.73,32,17051.67,736,3.1,0.2686,5,self_employed,1
48844.57,44,20495.63,741,2.5,0.0768,0,part_time,0
76113.57,51,28782.64,683,2.5,0.074,2,full_time,0
73548.03,48,16367.64,610,0.7,0.5287,2,full_time,1
40904.16,36,14095.68,601,6.1,0.1499,4,part_time,1
79477.88,39,27069.76,762,0.8,0.3068,3,full_time,1
73971.33,42,22740.4,559,1.2,0.2821,3,self_employed,0
62038.52,23,12432.16,765,2.7,0.35,1,full_time,0
44753.53,53,15041.49,666,2.7,0.2239,3,full_time,1
42815.88,26,16563.05,672,2.4,0.2331,3,full_time,1
49246.75,42,17894.5,543,8.7,0.5104,4,full_time,1
70851.89,50,4147.2,668,1.8,0.5384,2,part_time,0
40887.5,25,2660.12,729,10.4,0.2903,4,part_time,1
68750.24,65,7900.88,573,4.4,0.1635,2,part_time,0
35164.89,38,7282.09,719,4.1,0.3135,2,self_employed,0
55918.63,22,9849.41,687,4.7,0.0981,5,full_time,1
62192.96,50,20077.69,628,1.2,0.3254,3,full_time,0
108902.6,46,13648.57,748,4.6,0.5531,3,self_employed,0
32453.69,50,16571.16,503,8.2,0.217,1,full_time,1
89440.29,55,5205.57,707,5.6,0.6626,3,full_time,1
62996.85,42,11306.86,809,0.5,0.2878,4,full_time,1
68223.44,58,19698.06,795,2.4,0.3873,5,part_time,1
62366.96,38,19759.62,711,0.1,0.4224,4,part_time,0
68894.54,45,9203.41,655,2.2,0.2589,2,full_time,0
56926.3,28,16293.3,629,0.8,0.091,2,full_time,0
89081.0,49,32590.78,655,3.1,0.2239,3,full_time,0
50870.58,33,14859.22,723,0.2,0.3177,3,full_time,1
82644.69,52,9454.5,615,13.6,0.5379,6,full_time,1
47112.66,57,13609.9,740,2.0,0.1977,2,part_time,0
58794.96,59,15737.42,850,7.2,0.3108,5,self_employed,1
38560.75,62,13790.65,675,1.2,0.4839,0,part_time,1
69100.47,27,14749.16,572,6.4,0.2505,7,self_employed,0
88902.52,28,3452.43,572,2.1,0.6027,2,self_employed,0
58452.88,62,7298.96,742,4.8,0.1994,1,part_time,1
56062.29,38,13805.32,675,13.7,0.076,3,full_time,0
37707.66,23,13677.86,750,5.4,0.2868,6,part_time,1
55414.15,34,10470.49,637,0.7,0.1494,3,full_time,0
28144.11,58,13583.89,746,11.2,0.1275,6,full_time,0
41742.44,37,15488.12,667,6.6,0.2902,2,full_time,0
64535.72,25,22115.31,621,9.8,0.2424,3,full_time,1
86380.26,53,14206.31,647,11.4,0.6015,5,self_employed,0
116184.22,30,18192.83,584,1.5,0.11,1,part_time,1
48268.3,37,10667.2,839,2.0,0.1278,0,full_time,0
88706.0,22,19576.77,672,7.2,0.4573,4,full_time,0
64875.05,48,18005.84,731,0.3,0.0917,5,part_time,1
56975.05,41,21926.54,637,1.9,0.3305,7,part_time,0
68651.89,60,20707.68,595,2.2,0.1002,3,full_time,1
61238.33,36,19709.88,661,10.1,0.4424,3,full_time,0
62207.91,31,14212.66,768,14.2,0.2007,2,full_time,0
51833.34,29,16959.51,638,0.8,0.1949,4,self_employed,1
32037.81,30,23508.07,610,3.4,0.2083,4,full_time,0
29127.5,41,9783.4,692,6.6,0.2514,3,self_employed,0
73064.9,25,9972.74,719,2.1,0.0821,2,full_time,0
54466.0,39,16451.45,811,3.8,0.167,1,self_employed,0
48078.22,59,18322.24,708,1.3,0.0619,1,full_time,1
60170.11,55,8407.15,731,7.3,0.1065,2,part_time,0
75898.65,50,14401.9,737,7.1,0.2091,4,part_time,1
63607.28,61,14248.01,587,2.8,0.2133,9,part_time,1
46878.9,56,1000.0,602,2.2,0.5639,0,part_time,1
84525.86,50,13243.25,593,1.5,0.0916,1,full_time,1
91583.71,59,13741.46,573,0.4,0.5756,3,full_time,0
69891.13,27,13717.66,743,4.1,0.2854,4,full_time,1
79473.27,58,26327.31,703,10.4,0.4632,5,part_time,0
84839.2,34,5273.61,686,0.6,0.2587,4,part_time,1
82601.99,54,8403.02,472,2.6,0.5124,5,full_time,1
72281.98,62,1000.0,844,10.7,0.4239,5,part_time,0
71966.94,43,11152.67,608,8.4,0.207,4,full_time,0
70393.21,25,11834.85,844,6.5,0.0753,4,full_time,0
38053.25,38,10920.18,564,0.1,0.045,2,full_time,0
74014.46,39,23861.42,615,5.6,0.2856,6,part_time,0
32883.72,63,21884.94,503,1.8,0.1844,3,full_time,1
44108.01,63,15622.85,708,7.2,0.3604,2,self_employed,1
86071.3,47,12035.1,591,1.3,0.6065,1,part_time,0
76804.4,63,23209.52,594,0.0,0.3668,4,full_time,1
89747.97,41,14841.94,570,3.5,0.1108,1,full_time,1
54566.51,40,8453.84,742,1.7,0.1543,3,part_time,1
36955.02,58,1270.01,736,4.4,0.2705,4,self_employed,1
55191.26,51,11469.48,824,1.6,0.4849,2,full_time,0
62040.63,44,21037.15,625,7.5,0.2709,4,full_time,0
61579.77,42,33212.31,697,3.5,0.4528,2,full_time,1
82673.61,53,15492.88,576,1.5,0.0988,1,full_time,0
52774.59,55,8877.16,653,6.3,0.1717,4,full_time,0
67040.69,43,5520.28,638,11.9,0.5042,4,part_time,0
40227.46,23,19415.64,717,11.4,0.1929,2,full_time,0
69006.35,26,1000.0,761,19.0,0.3062,2,part_time,0
60062.17,28,19402.76,759,5.9,0.4957,3,full_time,1
45003.73,42,21541.69,612,4.7,0.1596,3,full_time,1
55283.41,49,18490.24,759,0.4,0.2079,0,self_employed,0
56316.49,57,13242.71,676,1.3,0.1222,3,full_time,0
54596.9,32,19519.53,654,1.8,0.2676,2,full_time,1
95426.82,56,16367.51,623,3.9,0.1769,1,full_time,1
58031.08,51,8775.01,635,8.6,0.4219,3,full_time,0
55122.08,24,29803.3,819,3.0,0.3078,1,part_time,0
18050.98,37,12186.56,704,1.4,0.268,2,self_employed,0
42115.85,35,21206.02,693,2.5,0.2194,3,part_time,0
54738.53,61,1000.0,659,0.2,0.0828,0,self_employed,0
46282.95,62,25211.77,850,1.5,0.4122,2,full_time,0
87634.15,58,26750.11,784,0.2,0.3038,1,full_time,0
56701.24,45,15238.67,622,3.6,0.2091,1,full_time,1
85768.88,43,19470.17,658,13.1,0.3219,4,part_time,0
61234.09,35,19468.12,662,2.7,0.1427,3,full_time,0
60744.56,56,9857.73,691,7.0,0.3159,0,full_time,0
58224.07,25,19376.98,623,5.8,0.4883,6,self_employed,0
60075.93,33,8530.96,715,4.8,0.2734,3,full_time,1
94375.9,27,10129.94,796,9.0,0.2135,1,full_time,0
15000.0,43,24015.55,574,4.2,0.2288,3,full_time,1
19969.09,35,22797.26,589,4.9,0.52,3,full_time,1
49136.58,30,9349.0,641,2.1,0.1575,2,full_time,1
60290.56,38,9131.39,645,6.8,0.2204,5,full_time,0
73802.09,59,9835.23,839,1.1,0.2697,4,full_time,0
69461.74,46,20861.12,760,6.3,0.0551,3,part_time,0
52315.08,58,7000.12,755,19.2,0.2282,0,full_time,0
80380.87,62,17853.7,658,1.5,0.4932,2,part_time,0
80603.91,61,20974.77,657,6.8,0.0587,4,part_time,0
63681.16,37,14294.04,563,7.0,0.1519,3,part_time,0
79253.15,60,23080.51,742,0.4,0.1703,5,self_employed,0
65452.91,62,12565.52,719,5.6,0.1322,3,full_time,0
48770.34,64,13289.16,782,3.6,0.1266,3,full_time,1
73956.34,37,7182.03,663,3.2,0.1815,1,full_time,0
62212.26,32,23137.42,668,10.4,0.5097,9,full_time,0
60026.8,47,8867.84,693,1.9,0.1106,3,part_time,0
89459.07,63,17798.17,751,19.3,0.1144,1,full_time,0
15000.0,61,14429.47,562,3.6,0.1636,5,full_time,1
31646.32,47,6577.74,738,0.4,0.6168,5,full_time,1
36258.59,28,10127.17,678,0.5,0.3357,3,self_employed,0
52734.79,40,26062.98,595,8.6,0.3102,3,full_time,0
54907.84,53,16613.26,513,7.3,0.4927,4,full_time,0
29853.49,46,6926.8,669,6.0,0.1782,2,self_employed,0
40296.84,37,17442.63,795,0.5,0.2242,7,part_time,0
42783.17,37,13831.09,813,5.0,0.0433,2,full_time,0
109148.48,24,42632.37,708,27.6,0.2737,5,full_time,0
96034.84,34,17280.99,836,7.2,0.2415,1,part_time,0
51765.01,51,11955.0,676,1.4,0.427,2,full_time,1
52728.33,32,26360.22,756,7.5,0.1178,5,self_employed,0
37015.92,65,1000.0,643,0.4,0.5929,3,part_time,1
21837.39,25,15754.56,638,1.8,0.6304,6,full_time,1
57662.4,47,30955.43,625,11.9,0.1881,1,part_time,0
40042.96,43,14070.41,515,7.7,0.0649,1,self_employed,0
58302.99,58,1133.59,782,7.5,0.2202,3,full_time,1
27995.88,61,11832.66,628,5.3,0.4566,3,full_time,1
44760.51,45,26636.14,615,10.1,0.5375,6,part_time,0
62972.54,49,18008.56,585,1.7,0.4826,0,full_time,1
67324.19,52,8289.15,663,13.8,0.5243,2,part_time,0
68349.44,44,9518.06,821,7.8,0.1075,4,full_time,0
33590.22,30,10522.4,847,0.4,0.0809,2,full_time,0
77093.71,40,17889.58,547,8.4,0.133,2,full_time,1
43995.77,32,25705.57,651,4.2,0.4287,3,part_time,0
72657.16,42,23419.38,597,4.1,0.4569,1,full_time,1
59787.23,49,18648.1,759,8.5,0.4224,3,full_time,1
32472.25,31,4346.84,702,2.2,0.2689,5,full_time,0
53676.05,32,4376.54,629,0.4,0.0658,3,full_time,0
67307.27,58,19266.02,685,16.2,0.1623,3,full_time,1
72259.31,38,4236.23,641,16.2,0.4055,4,self_employed,1
57180.24,30,13195.46,809,7.5,0.1375,2,part_time,0
90635.58,53,17433.2,723,7.7,0.1991,1,full_time,1
80150.22,53,5899.25,733,8.1,0.3872,0,full_time,0
54866.92,58,6805.9,466,24.6,0.3339,2,self_employed,1
75002.44,55,14247.03,674,0.5,0.3301,1,self_employed,1
98675.87,65,19029.2,846,0.3,0.3318,6,part_time,1
99209.69,47,23492.15,786,1.6,0.32,2,full_time,0
35440.0,34,19856.43,532,4.5,0.4057,2,full_time,1
41469.34,59,15589.25,654,7.2,0.1494,1,full_time,1
89698.38,33,9030.44,583,3.7,0.25,2,full_time,0
38834.38,34,6432.74,816,5.6,0.1356,7,full_time,1
33549.18,58,10912.98,699,3.0,0.0501,3,self_employed,0
50276.12,60,18279.48,618,3.2,0.2574,3,full_time,1
68404.53,36,17692.99,682,2.3,0.8783,5,full_time,1
57952.07,54,1000.0,471,4.7,0.2746,2,self_employed,1
46988.73,62,8714.58,593,0.7,0.1783,1,self_employed,0
46515.75,57,24636.06,682,0.4,0.1564,4,full_time,0
45753.26,22,15633.72,747,3.5,0.5766,6,full_time,0
42409.81,51,3663.93,524,2.2,0.2147,1,part_time,0
105632.66,29,33846.57,649,2.2,0.4537,0,self_employed,1
65950.22,59,14768.47,760,11.6,0.2143,3,full_time,1
77735.18,24,18074.67,563,27.6,0.0773,3,full_time,1
50218.45,65,18196.2,698,4.8,0.4143,4,part_time,0
56280.87,29,12059.24,685,0.9,0.1302,2,part_time,1
45728.92,40,9179.41,817,7.7,0.0919,1,full_time,0
15000.0,32,31973.4,661,4.1,0.2863,8,full_time,0
32439.81,57,23025.65,666,7.1,0.2824,5,self_employed,1
23787.63,39,21575.5,748,5.0,0.2811,2,part_time,1
15004.32,54,19610.31,573,0.6,0.3231,7,full_time,1
36092.82,24,6973.46,662,5.3,0.208,3,part_time,1
86499.11,41,25220.24,643,5.2,0.3536,2,part_time,0
59111.28,62,8254.94,668,18.1,0.1594,2,full_time,1
85811.28,62,17266.29,747,12.0,0.397,7,full_time,0
68219.65,31,1884.88,724,21.7,0.5099,4,full_time,0
75651.18,39,1000.0,620,14.3,0.2624,4,self_employed,1
41982.06,40,17546.33,690,0.6,0.4307,4,full_time,1
70479.02,46,8527.21,799,0.3,0.2467,1,part_time,0
74574.28,45,1000.0,613,10.5,0.3395,3,full_time,1
48467.05,26,19324.88,691,7.6,0.3839,2,self_employed,0
71190.81,55,31960.65,664,0.5,0.0926,5,self_employed,0
71323.76,31,26116.48,674,0.7,0.4824,4,self_employed,0
49008.95,35,12941.46,549,6.3,0.3735,2,self_employed,0
37544.63,58,15070.76,792,3.0,0.0983,4,full_time,0
36317.43,52,22101.65,618,6.8,0.1246,4,full_time,0
61730.11,39,23977.02,762,2.1,0.2293,3,full_time,0
66540.2,62,12251.71,630,1.4,0.2036,5,part_time,1
44149.48,39,15273.42,629,16.4,0.4288,5,full_time,0
60531.71,46,17404.92,777,2.0,0.2662,3,full_time,0
71410.74,32,19431.01,759,12.0,0.2485,2,full_time,0
72363.81,30,13935.39,696,1.9,0.1181,5,part_time,0
91037.6,43,14039.32,740,0.0,0.1003,6,full_time,1
85539.62,46,26038.66,656,0.1,0.1283,2,full_time,0
39974.17,57,24676.17,679,3.5,0.164,0,full_time,1
93671.72,39,18819.28,627,6.0,0.1543,1,full_time,0
49380.47,61,28752.87,752,0.5,0.2779,4,self_employed,1
80897.46,48,11908.43,624,2.4,0.2688,2,part_time,0
61359.73,25,27983.79,798,2.8,0.547,3,part_time,0
51757.01,54,19340.12,654,2.7,0.0247,3,full_time,0
23846.06,47,41168.21,681,7.8,0.0321,1,full_time,0
56568.71,39,5460.14,740,2.5,0.1477,5,part_time,1
28812.34,42,9485.24,681,4.4,0.1483,2,full_time,0
79345.98,35,18350.38,656,4.0,0.5846,2,part_time,1
90335.85,49,18177.87,677,2.4,0.3133,2,self_employed,0
44061.78,46,30601.11,751,0.7,0.1958,4,full_time,0
66039.41,41,9653.0,626,1.7,0.267,6,part_time,1
45492.17,34,22239.35,669,0.0,0.4286,3,full_time,1
47430.31,39,24299.7,680,2.9,0.2362,1,full_time,0
75489.89,43,20637.18,749,5.7,0.4221,7,full_time,1
59229.23,42,7312.03,672,4.8,0.2237,2,full_time,1
94792.96,35,26262.07,824,10.5,0.3162,6,self_employed,0
50355.35,47,24834.6,667,4.1,0.3602,5,full_time,1
79986.73,31,19796.68,660,1.5,0.3124,3,part_time,0
61948.27,44,16634.78,666,1.3,0.044,3,full_time,0
75915.56,27,16808.86,574,6.5,0.2991,4,full_time,1
51056.85,42,14370.11,597,0.6,0.1316,4,full_time,1
59008.82,56,20126.28,637,0.5,0.1422,6,part_time,1
57690.02,57,15249.08,770,16.0,0.1876,3,part_time,0
43278.86,52,8211.8,677,3.4,0.2202,2,self_employed,0
73241.63,54,6611.27,641,3.2,0.3712,6,full_time,1
73004.98,24,8983.71,778,5.1,0.0889,6,full_time,0
71871.09,37,16777.06,804,11.6,0.491,2,full_time,1
90739.31,50,14784.35,780,9.0,0.2774,1,part_time,1
88986.9,57,16722.75,611,3.3,0.3636,3,full_time,1
52501.11,47,19006.51,640,6.6,0.0757,2,full_time,0
67461.05,59,9981.43,825,3.4,0.0891,4,part_time,0
47527.99,34,26725.28,699,11.3,0.2552,1,full_time,0
60467.11,28,12858.31,658,5.6,0.7967,3,part_time,1
48005.01,25,11532.58,737,4.6,0.4759,4,self_employed,0
92401.41,47,18859.09,760,4.8,0.6513,1,full_time,0
67273.96,51,1000.0,634,0.7,0.2992,0,full_time,1
55639.42,34,8675.72,697,11.6,0.0472,2,self_employed,1
83872.37,56,22848.58,754,15.2,0.1512,0,part_time,0
16587.69,54,1100.62,587,1.0,0.1544,6,full_time,1
19717.95,37,23940.59,680,0.3,0.2169,2,part_time,1
75916.77,32,27089.09,590,2.7,0.3727,4,full_time,0
61209.37,54,12044.36,601,2.4,0.1725,5,part_time,0
65008.93,51,17334.5,634,4.6,0.2035,0,full_time,0
33472.08,29,23952.7,718,1.1,0.4899,2,full_time,1
59535.33,33,11265.69,654,2.0,0.4533,1,part_time,1
100070.19,43,21942.2,628,3.5,0.3386,1,full_time,0
76483.99,44,9630.81,684,0.5,0.42,3,self_employed,0
63394.13,29,11179.18,588,1.0,0.3006,3,part_time,1
51218.92,63,8605.31,714,7.0,0.5617,2,self_employed,1
52108.54,39,17741.18,770,0.6,0.1956,4,full_time,1
17416.04,38,24263.75,673,15.4,0.3431,5,full_time,1
65152.81,24,13527.1,663,5.5,0.3157,1,full_time,0
76909.66,60,4830.01,709,9.9,0.2867,6,full_time,1
28487.61,32,6338.35,517,1.0,0.2806,5,full_time,1
46771.66,65,18156.8,722,2.0,0.4719,1,full_time,1
36850.71,43,29752.93,850,8.4,0.1925,5,full_time,1
40692.98,60,18149.8,670,3.0,0.1899,2,self_employed,0
61069.63,29,11904.83,670,20.2,0.4494,2,full_time,0
18311.96,29,21129.47,739,6.6,0.347,4,full_time,1
72285.41,57,13084.01,811,22.4,0.4152,2,part_time,0
75077.1,58,11973.72,757,1.4,0.1266,4,full_time,1
54977.95,45,7332.33,507,13.6,0.0983,3,part_time,1
15000.0,23,26267.59,725,0.8,0.3677,3,part_time,0
40071.63,63,1000.0,850,9.0,0.1433,3,part_time,1
84658.04,39,21382.87,729,4.3,0.2686,4,part_time,0
15000.0,63,11290.04,587,0.1,0.4724,1,part_time,1
53049.53,60,11717.27,702,0.1,0.2742,3,self_employed,0
36399.98,59,28538.52,577,6.3,0.1658,4,full_time,1
76091.41,52,9286.95,778,1.2,0.2723,2,full_time,0
46497.72,51,9559.45,603,1.0,0.5357,4,part_time,1
68079.08,45,13956.85,685,14.3,0.2915,3,full_time,1
71309.21,23,18310.78,611,0.8,0.0294,2,full_time,1
96724.52,39,11465.15,636,2.7,0.2123,4,part_time,0
55941.16,54,2409.13,798,1.8,0.2673,0,full_time,1
67520.89,57,8074.41,688,8.2,0.4246,4,full_time,0
30298.89,46,25250.67,635,10.3,0.3253,4,part_time,1
83808.27,53,15598.21,588,2.9,0.3514,3,full_time,0
44789.82,22,18608.7,530,6.8,0.3158,3,full_time,1
48784.92,42,12908.63,579,1.0,0.1183,7,part_time,1
59555.04,44,9724.02,688,11.9,0.1168,5,part_time,0
28742.31,61,28420.56,758,0.3,0.2401,1,full_time,1
64575.4,35,13494.47,635,9.1,0.0603,0,full_time,0
79349.33,32,11453.04,805,3.9,0.3028,4,full_time,0
65858.68,37,23769.14,622,4.2,0.1703,2,part_time,0
28222.05,29,9221.12,660,7.9,0.0832,1,full_time,0
57523.81,46,10242.18,593,1.4,0.3981,3,self_employed,1
74840.58,50,15081.97,759,5.0,0.1087,4,part_time,0
22440.22,57,15002.16,847,3.7,0.3676,2,full_time,0
38504.68,64,17076.89,539,4.7,0.56,4,full_time,1
77530.87,25,31733.35,652,2.5,0.1394,3,self_employed,0
65401.91,32,17689.99,781,0.5,0.1715,4,self_employed,0
68239.43,35,1000.0,564,11.0,0.1266,6,full_time,0
97189.9,32,17610.39,725,4.3,0.427,4,full_time,1
69371.06,58,15303.04,777,2.3,0.2933,5,part_time,1
73157.76,28,15347.6,686,6.3,0.1656,1,part_time,1
114214.91,23,16967.58,724,1.1,0.4569,2,full_time,1
55723.91,59,14770.57,820,14.6,0.2232,4,full_time,0
44042.34,64,14579.1,835,0.5,0.1263,0,self_employed,0
68555.93,31,19904.35,675,4.1,0.2305,5,full_time,1
68779.82,36,10663.35,637,15.2,0.2009,6,full_time,0
49465.69,44,7418.51,606,15.3,0.0671,3,full_time,0
39352.06,45,39190.25,758,1.5,0.0533,3,full_time,0
106196.89,65,9273.14,570,0.3,0.0678,3,full_time,0
